Model,Release Date,Release Year,Model ID,Cluster ID,RAM Capacity (Mb),Storage (Mb),CPU Clock (MHz),Display Diagonal (in),Display Width(px),Display Length(px),Width (mm),Length (mm),Depth (mm),Volume (cubic cm),Mass (grams),Pixel Density (per inch)
Amoi N8,01-12-07,2007.916667,1175,0,0.031220435,0.002096294,0.199635034,0.079136691,0.056910569,0.142857143,0.144884038,0.286065574,0.060936498,0.014217502,0.015086207,0.244068652
Amoi N800,01-12-07,2007.916667,1176,1,0.031220435,0.002096294,0.199635034,0.079136691,0.154471545,0.301587302,0.14324693,0.245901639,0.061577935,0.012183372,0.012931034,0.600201918
Amoi N810 (Amoi N810),01-12-07,2007.916667,1177,0,0.031220435,0.002096294,0.199635034,0.079136691,0.056910569,0.142857143,0.14324693,0.245901639,0.064143682,0.012718669,0.013577586,0.244068652
AnyDATA ASP-500GA,01-12-07,2007.916667,1178,0,0.031220435,0.002096294,0.199635034,0.079136691,0.056910569,0.142857143,0.145975443,0.286885246,0.108402822,0.025715693,0.019396552,0.249116608
Asus P527,01-12-07,2007.916667,1179,0,0.031220435,0.002096294,0.100089641,0.064748201,0.056910569,0.142857143,0.140518417,0.262295082,0.059653624,0.01216196,0.01487069,0.270570419
Asus P550 (Asus Solaris),01-12-07,2007.916667,1180,0,0.031220435,0.004193611,0.259662406,0.129496403,0.056910569,0.142857143,0.175989086,0.295081967,0.066709429,0.020919427,0.027693966,0.17617365
Asus P750,01-12-07,2007.916667,1181,0,0.031220435,0.004193611,0.259662406,0.064748201,0.056910569,0.142857143,0.140518417,0.262295082,0.07248236,0.014966919,0.015086207,0.270570419
BenQ E72,01-12-07,2007.916667,1182,0,0.031220435,0.002096294,0.129603099,0.021582734,0.056910569,0.142857143,0.108594816,0.241803279,0.049390635,0.005331563,0.006034483,0.390711762
Blaupunkt TravelPilot Lucca 5.3,01-12-07,2007.916667,1183,0,0.062471389,0.031878203,0.197634121,0.18705036,0.154471545,0.119047619,0.241473397,0.327868852,0.101988454,0.048283836,0.042241379,0.21251893
Dopod S1 - Enhanced Version (HTC Elfin 100),01-12-07,2007.916667,1184,0,0.062471389,0.004193611,0.100089641,0.079136691,0.056910569,0.142857143,0.140518417,0.208606557,0.050032072,0.007793932,0.011206897,0.254164563
Dopod S500 (HTC Vogue 200),01-12-07,2007.916667,1185,0,0.062471389,0.004193611,0.199635034,0.079136691,0.056910569,0.142857143,0.144884038,0.213114754,0.050032072,0.008479113,0.011206897,0.254164563
DreimGO DG110,01-12-07,2007.916667,1186,0,0.031220435,0.016777517,0.137606749,0.129496403,0.089430894,0.103174603,0.186903138,0.209016393,0.069916613,0.017857525,0.02262931,0.17617365
E-TEN Glofiish M800,01-12-07,2007.916667,1187,1,0.031220435,0.004193611,0.249657844,0.079136691,0.154471545,0.301587302,0.139972715,0.26557377,0.078896729,0.016465752,0.025431034,0.600201918
Fly IQ-120,01-12-07,2007.916667,1188,0,0.031220435,0.002096294,0.129603099,0.035971223,0.056910569,0.142857143,0.121418827,0.209016393,0.06863374,0.008907351,0.01012931,0.345784957
HTC S730 (HTC Wings 100),01-12-07,2007.916667,1189,0,0.031220435,0.004193611,0.199635034,0.050359712,0.056910569,0.142857143,0.121418827,0.232786885,0.085311097,0.012975612,0.019396552,0.301615346
Mio A502 Digi-Walker,01-12-07,2007.916667,1190,0,0.031220435,0.016777517,0.100089641,0.071942446,0.056910569,0.142857143,0.144884038,0.191393443,0.093649775,0.015844807,0.016163793,0.259464917
Nokia 6120c-5 classic,01-12-07,2007.916667,1191,0,0.031220435,0.002096294,0.184127962,0.021582734,0.056910569,0.142857143,0.107776262,0.229508197,0.057087877,0.00608098,0.00625,0.390711762
Nokia N82,01-12-07,2007.916667,1192,0,0.062471389,0.004193611,0.165619523,0.050359712,0.056910569,0.142857143,0.119236016,0.258196721,0.071840924,0.011391131,0.011637931,0.308430086
Pharos Drive GPS 150,01-12-07,2007.916667,1193,0,0.031220435,0.002096294,0.132604468,0.129496403,0.089430894,0.103174603,0.255115962,0.143442623,0.114817191,0.033723744,0.025862069,0.17617365
Pharos Drive GPS 250,01-12-07,2007.916667,1194,0,0.031220435,0.002096294,0.132604468,0.18705036,0.154471545,0.119047619,0.312414734,0.143442623,0.114817191,0.042780978,0.03125,0.21251893
Psion Teklogix Ikon 7505,01-12-07,2007.916667,1195,1,0.124973296,0.002096294,0.311686129,0.143884892,0.154471545,0.301587302,0.203274216,0.454918033,0.249518922,0.115431557,0.084051724,0.433619384
Psion Teklogix Ikon 7505 QWERTY ,01-12-07,2007.916667,1196,1,0.124973296,0.002096294,0.311686129,0.143884892,0.154471545,0.301587302,0.203274216,0.454918033,0.249518922,0.115431557,0.084051724,0.433619384
Psion Teklogix Ikon 7505 WWAN,01-12-07,2007.916667,1197,1,0.124973296,0.002096294,0.311686129,0.143884892,0.154471545,0.301587302,0.203274216,0.454918033,0.249518922,0.115431557,0.084051724,0.433619384
Psion Teklogix Ikon 7505 WWAN QWERTY ,01-12-07,2007.916667,1198,1,0.124973296,0.002096294,0.311686129,0.143884892,0.154471545,0.301587302,0.203274216,0.454918033,0.249518922,0.115431557,0.084051724,0.433619384
RoverPC C6 / P6,01-12-07,2007.916667,1199,0,0.031220435,0.002096294,0.149612223,0.050359712,0.056910569,0.142857143,0.126875853,0.228688525,0.057729314,0.008521936,0.004094828,0.301615346
RoverPC N7 (Amoi N810),01-12-07,2007.916667,1200,0,0.031220435,0.002096294,0.199635034,0.079136691,0.056910569,0.142857143,0.14324693,0.245901639,0.064143682,0.012718669,0.013577586,0.244068652
Samsung SPH-M4650 Multi-Touch,01-12-07,2007.916667,1201,6,0.062471389,0.004193611,0.311686129,0.079136691,0.089430894,0.103174603,0.140518417,0.241803279,0.050673509,0.009335589,0.012284483,0.244068652
Sony Ericsson W960 / W960i (SE Mooi),01-12-07,2007.916667,1202,0,0.062471389,0.004193611,0.103591238,0.064748201,0.056910569,0.142857143,0.132332879,0.245901639,0.063502245,0.011091365,0.012715517,0.276375568
TELE System TS8.4PND,01-12-07,2007.916667,1203,0,0.031220435,0.001047635,0.187129331,0.129496403,0.089430894,0.103174603,0.255661664,0.119672131,0.100064144,0.026957583,0.00862069,0.17617365
Verizon XV6800 (HTC Titan 100),01-12-07,2007.916667,1204,0,0.031220435,0.004193611,0.199635034,0.079136691,0.056910569,0.142857143,0.14324693,0.25,0.079538165,0.016273045,0.02262931,0.254164563
WayteQ T880 (TechFaith Cynthia 850),01-12-07,2007.916667,1205,0,0.031220435,0.004193611,0.100089641,0.079136691,0.056910569,0.142857143,0.148703956,0.278688525,0.066067992,0.015609276,0.018017241,0.244068652
Blaupunkt TravelPilot Lucca 3.5,01-01-08,2008,1206,0,0.031220435,0.016777517,0.197634121,0.18705036,0.154471545,0.119047619,0.241473397,0.299180328,0.101988454,0.041432028,0.029094828,0.17617365
Blaupunkt TravelPilot Lucca 3.5 Edition,01-01-08,2008,1207,0,0.031220435,0.016777517,0.197634121,0.129496403,0.089430894,0.103174603,0.279672578,0.245901639,0.089159718,0.045157699,0.028017241,0.21251893
CipherLab CPT-9400,01-01-08,2008,1208,0,0.062471389,0.002096294,0.259662406,0.129496403,0.056910569,0.142857143,0.227830832,0.495901639,0.204618345,0.022354024,0.023275862,0.254164563
CipherLab CPT-9400 VGA,01-01-08,2008,1209,3,0.062471389,0.002096294,0.259662406,0.129496403,0.154471545,0.301587302,0.227830832,0.495901639,0.204618345,0.021219194,0.025,0.254164563
CipherLab CPT-9470,01-01-08,2008,1210,1,0.062471389,0.002096294,0.259662406,0.129496403,0.056910569,0.142857143,0.227830832,0.495901639,0.204618345,0.115046143,0.073275862,0.464159515
CipherLab CPT-9470 VGA,01-01-08,2008,1211,3,0.062471389,0.002096294,0.259662406,0.129496403,0.154471545,0.301587302,0.227830832,0.495901639,0.204618345,0.115046143,0.073275862,0.17617365
CipherLab CPT-9480,01-01-08,2008,1212,1,0.062471389,0.002096294,0.259662406,0.129496403,0.056910569,0.142857143,0.227830832,0.495901639,0.204618345,0.115046143,0.073275862,0.464159515
CipherLab CPT-9480 VGA,01-01-08,2008,1213,3,0.062471389,0.002096294,0.259662406,0.129496403,0.154471545,0.301587302,0.227830832,0.495901639,0.204618345,0.115046143,0.073275862,0.17617365
CipherLab CPT-9490,01-01-08,2008,1214,1,0.062471389,0.002096294,0.259662406,0.129496403,0.056910569,0.142857143,0.227830832,0.495901639,0.204618345,0.115046143,0.073275862,0.464159515
CipherLab CPT-9490 VGA,01-01-08,2008,1215,3,0.062471389,0.002096294,0.259662406,0.129496403,0.154471545,0.301587302,0.227830832,0.495901639,0.204618345,0.115046143,0.073275862,0.17617365
Hewlett-Packard iPAQ 200 / 210 / 211 / 212 / 214 (Foxconn Sterling),01-01-08,2008,1216,1,0.062471389,0.004193611,0.311686129,0.165467626,0.154471545,0.301587302,0.187994543,0.347540984,0.07248236,0.028135238,0.028448276,0.395759717
Hewlett-Packard iPAQ 300 / 310 / 312 / 314,01-01-08,2008,1217,1,0.062471389,0.031878203,0.299680654,0.18705036,0.284552846,0.222222222,0.219099591,0.250819672,0.077613855,0.027835471,0.02737069,0.431600202
HTC Touch Cruise P3650 (HTC Polaris 100),01-01-08,2008,1218,0,0.062471389,0.004193611,0.199635034,0.079136691,0.056910569,0.142857143,0.140518417,0.25,0.060295061,0.011733722,0.015086207,0.254164563
Mio C620 Digi-Walker,01-01-08,2008,1219,0,0.031220435,0.031878203,0.199635034,0.18705036,0.154471545,0.119047619,0.326057299,0.131147541,0.088518281,0.034044922,0.023706897,0.209490156
Mio C620T Digi-Walker,01-01-08,2008,1220,0,0.031220435,0.031878203,0.199635034,0.18705036,0.154471545,0.119047619,0.326057299,0.131147541,0.088518281,0.034044922,0.023706897,0.209490156
Motorola MC35,01-01-08,2008,1221,0,0.062471389,0.002096294,0.207638683,0.079136691,0.056910569,0.142857143,0.161937244,0.319672131,0.093008339,0.027450057,0.026939655,0.244068652
Motorola MC70,01-01-08,2008,1222,0,0.062471389,0.002096294,0.311686129,0.129496403,0.056910569,0.142857143,0.189631651,0.426229508,0.198203977,0.10442584,0.073275862,0.17617365
Pharos Traveler 535e / 535PB / 535+,01-01-08,2008,1223,0,0.031220435,0.002096294,0.15561496,0.129496403,0.056910569,0.142857143,0.175989086,0.274590164,0.050673509,0.015245273,0.021551724,0.17617365
Pharos Traveler 535x / 535XB / 535v,01-01-08,2008,1224,1,0.031220435,0.002096294,0.311686129,0.129496403,0.154471545,0.301587302,0.175989086,0.274590164,0.050673509,0.015245273,0.021551724,0.464159515
Prestigio GeoVision 135,01-01-08,2008,1225,0,0.031220435,0.008388246,0.149612223,0.129496403,0.089430894,0.103174603,0.255115962,0.110655738,0.101988454,0.02635805,0.025862069,0.17617365
RIM BlackBerry Pearl 8110,01-01-08,2008,1226,0,0.015594958,0.001047635,0.15561496,0.035971223,0.06504065,0.103174603,0.118690314,0.237704918,0.053880693,0.007172987,0.006681034,0.300353357
Samsung SGH-i450,01-01-08,2008,1227,0,0.031220435,0.002096294,0.164619066,0.050359712,0.056910569,0.142857143,0.12414734,0.213114754,0.075048108,0.010577479,0.010775862,0.308430086
Samsung SGH-i608,01-01-08,2008,1228,0,0.023407697,0.002096294,0.109593975,0.043165468,0.089430894,0.103174603,0.14324693,0.262295082,0.036561899,0.007408518,0.009698276,0.322564361
Samsung SGH-i617 Jack,01-01-08,2008,1229,0,0.062471389,0.004193611,0.129603099,0.050359712,0.089430894,0.103174603,0.140518417,0.274590164,0.04233483,0.008843115,0.00862069,0.308430086
Samsung SGH-i780,01-01-08,2008,1230,6,0.062471389,0.004193611,0.311686129,0.057553957,0.089430894,0.142857143,0.14952251,0.274180328,0.043617704,0.010192065,0.012931034,0.336446239
T-Mobile MDA Touch Plus (HTC Nike 200),01-01-08,2008,1231,0,0.062471389,0.004193611,0.199635034,0.064748201,0.056910569,0.142857143,0.132332879,0.237704918,0.062219371,0.010470419,0.012931034,0.270570419
Unitech HT660,01-01-08,2008,1232,3,0.031220435,0.00524227,0.149612223,0.071942446,0.056910569,0.142857143,0.19781719,0.616803279,0.214881334,0.124189024,0.064655172,0.259464917
Verizon SMT5800 / XV5800 (HTC Libra 100),01-01-08,2008,1233,0,0.031220435,0.002096294,0.199635034,0.050359712,0.056910569,0.142857143,0.121418827,0.223360656,0.084028223,0.012247607,0.016810345,0.308430086
Airis T940E / T940I / T940EI,01-02-08,2008.083333,1234,0,0.031220435,0.016777517,0.199635034,0.18705036,0.154471545,0.119047619,0.358799454,0.151639344,0.101347017,0.046206882,0.032327586,0.21251893
Airis T940T / T940T1 / T940T2,01-02-08,2008.083333,1235,0,0.031220435,0.016777517,0.199635034,0.18705036,0.154471545,0.119047619,0.358799454,0.151639344,0.101347017,0.046206882,0.032327586,0.21251893
"Apple iPhone 16GB (Apple iPhone 1,1)",01-02-08,2008.083333,1236,0,0.062471389,0.000243117,0.205637771,0.129496403,0.089430894,0.222222222,0.148703956,0.270491803,0.035279025,0.007986639,0.016163793,0.30338213
DreimGO DG220GC,01-02-08,2008.083333,1237,0,0.031220435,0.002096294,0.199635034,0.18705036,0.154471545,0.119047619,0.195088677,0.31147541,0.089159718,0.032310558,0.035344828,0.21251893
E-TEN Glofiish X650,01-02-08,2008.083333,1238,1,0.031220435,0.004193611,0.249657844,0.079136691,0.154471545,0.301587302,0.140518417,0.237704918,0.055163566,0.010085005,0.01637931,0.600201918
Gigabyte GSmart MW998,01-02-08,2008.083333,1239,1,0.031220435,0.004193611,0.259662406,0.064748201,0.154471545,0.301587302,0.133697135,0.25204918,0.079538165,0.014859859,0.017241379,0.65345785
Hewlett-Packard iPAQ 610c / 612c / 614c,01-02-08,2008.083333,1240,0,0.062471389,0.004193611,0.259662406,0.079136691,0.056910569,0.142857143,0.146793997,0.278688525,0.073123797,0.017001049,0.018318966,0.244068652
HTC P3470 (HTC Pharos 100),01-02-08,2008.083333,1241,0,0.062471389,0.004193611,0.100089641,0.079136691,0.056910569,0.142857143,0.141336971,0.241803279,0.061577935,0.011733722,0.013362069,0.244068652
HTC S730 US (HTC Wings 200),01-02-08,2008.083333,1242,0,0.031220435,0.004193611,0.199635034,0.050359712,0.056910569,0.142857143,0.121418827,0.232786885,0.085311097,0.012975612,0.019396552,0.301615346
Motorola MC70 CDMA,01-02-08,2008.083333,1243,0,0.062471389,0.002096294,0.311686129,0.129496403,0.056910569,0.142857143,0.19781719,0.426229508,0.243104554,0.082671349,0.059482759,0.17617365
Motorola MC70 GSM,01-02-08,2008.083333,1244,0,0.062471389,0.002096294,0.311686129,0.129496403,0.056910569,0.142857143,0.189631651,0.426229508,0.198203977,0.082671349,0.054741379,0.17617365
NDrive G50,01-02-08,2008.083333,1245,0,0.031220435,0.000523305,0.149612223,0.129496403,0.089430894,0.103174603,0.255115962,0.159836066,0.101988454,0.032010792,0.041594828,0.17617365
O2 XDA Orbit 2 (HTC Polaris 200),01-02-08,2008.083333,1246,0,0.062471389,0.004193611,0.199635034,0.079136691,0.056910569,0.142857143,0.140518417,0.25,0.060295061,0.011733722,0.015086207,0.254164563
Orange SPV-E610,01-02-08,2008.083333,1247,0,0.031220435,0.002096294,0.129603099,0.057553957,0.089430894,0.103174603,0.151432469,0.270491803,0.04425914,0.010406184,0.014008621,0.298334175
Palm Centro 685 GSM,01-02-08,2008.083333,1248,0,0.031220435,0.002096294,0.15561496,0.043165468,0.089430894,0.142857143,0.128240109,0.23852459,0.080179602,0.01340385,0.013793103,0.395254922
Palm Treo 500 (Palm Otto),01-02-08,2008.083333,1249,0,0.031220435,0.004193611,0.15561496,0.064748201,0.089430894,0.103174603,0.150068213,0.25,0.066709429,0.014453033,0.012931034,0.270570419
QiGi i3 (Techfaith Vista 850),01-02-08,2008.083333,1250,0,0.031220435,0.031878203,0.100089641,0.050359712,0.056910569,0.142857143,0.126875853,0.254098361,0.041051956,0.006295099,0.007543103,0.308430086
QiGi i55 / i55P (TechFaith Cynthia 850),01-02-08,2008.083333,1251,0,0.031220435,0.004193611,0.100089641,0.079136691,0.056910569,0.142857143,0.148703956,0.278688525,0.066067992,0.015609276,0.018017241,0.244068652
Samsung SGH-i640 / SGH-i640v,01-02-08,2008.083333,1252,0,0.031220435,0.002096294,0.207638683,0.050359712,0.089430894,0.103174603,0.148703956,0.188114754,0.062860808,0.0102563,0.014224138,0.308430086
Sharper Image 101TSI (Amoi N810),01-02-08,2008.083333,1253,0,0.031220435,0.002096294,0.199635034,0.079136691,0.056910569,0.142857143,0.14324693,0.245901639,0.064143682,0.012718669,0.013577586,0.244068652
Sony Ericsson W960c (SE Mooi),01-02-08,2008.083333,1254,0,0.062471389,0.004193611,0.103591238,0.064748201,0.056910569,0.142857143,0.132332879,0.245901639,0.063502245,0.011091365,0.012715517,0.276375568
TechFaith i5 (TechFaith Lampson II),01-02-08,2008.083333,1255,0,0.031220435,0.002096294,0.259662406,0.079136691,0.056910569,0.142857143,0.154160982,0.297131148,0.063502245,0.01678693,0.018318966,0.249116608
TechFaith Moffett,01-02-08,2008.083333,1256,0,0.031220435,0.002096294,0.207638683,0.079136691,0.056910569,0.142857143,0.142155525,0.260655738,0.067350866,0.014003383,0.016810345,0.244068652
Asus R700,01-03-08,2008.166667,1257,0,0.031220435,0.016777517,0.199635034,0.18705036,0.154471545,0.119047619,0.331514325,0.12704918,0.045542014,0.019506242,0.030172414,0.209490156
Asus R700t,01-03-08,2008.166667,1258,0,0.031220435,0.016777517,0.199635034,0.18705036,0.154471545,0.119047619,0.331514325,0.12704918,0.045542014,0.019506242,0.030172414,0.209490156
Dopod C750,01-03-08,2008.166667,1259,0,0.031220435,0.002096294,0.100089641,0.064748201,0.056910569,0.142857143,0.12414734,0.221311475,0.060295061,0.008329229,0.009698276,0.276375568
Dopod P860 (HTC Polaris 100),01-03-08,2008.166667,1260,0,0.062471389,0.004193611,0.199635034,0.079136691,0.056910569,0.142857143,0.140518417,0.25,0.060295061,0.011733722,0.015086207,0.254164563
Emobile Emonster S11HT (HTC Kaiser 120),01-03-08,2008.166667,1261,0,0.062471389,0.004193611,0.199635034,0.079136691,0.056910569,0.142857143,0.14324693,0.258196721,0.08274535,0.017450699,0.028017241,0.254164563
General Mobile DSTW1 (TechFaith Cynthia 850),01-03-08,2008.166667,1262,0,0.031220435,0.004193611,0.100089641,0.079136691,0.056910569,0.142857143,0.148703956,0.278688525,0.076972418,0.018221528,0.018017241,0.244068652
HTC Advantage X7510 (HTC Athena 400),01-03-08,2008.166667,1263,6,0.062471389,0.004193611,0.311686129,0.237410072,0.219512195,0.222222222,0.249658936,0.346311475,0.063502245,0.03537246,0.067887931,0.288743059
MWg Zinc II,01-03-08,2008.166667,1264,0,0.031220435,0.004193611,0.249657844,0.079136691,0.056910569,0.142857143,0.14324693,0.24795082,0.073123797,0.014774212,0.026939655,0.244068652
NDrive G400,01-03-08,2008.166667,1265,0,0.031220435,0.000523305,0.149612223,0.129496403,0.089430894,0.103174603,0.255115962,0.159836066,0.101988454,0.032010792,0.020043103,0.17617365
Nokia 500 GPS,01-03-08,2008.166667,1266,0,0.031220435,0.002096294,0.199635034,0.18705036,0.154471545,0.119047619,0.315143247,0.155737705,0.105195638,0.041688971,0.007112069,0.21251893
Nokia E51-2,01-03-08,2008.166667,1267,0,0.046845912,0.004193611,0.184127962,0.021582734,0.056910569,0.142857143,0.110504775,0.269672131,0.037844772,0.004410852,0.00862069,0.390711762
Nokia N95 8GB NAM,01-03-08,2008.166667,1268,0,0.062471389,0.004193611,0.165619523,0.079136691,0.056910569,0.142857143,0.126875853,0.204918033,0.095574086,0.014153266,0.014655172,0.244068652
O2 XDA Atmos (HTC Wings 100),01-03-08,2008.166667,1269,0,0.031220435,0.004193611,0.199635034,0.050359712,0.056910569,0.142857143,0.121418827,0.232786885,0.085311097,0.012975612,0.019396552,0.301615346
Prestigio GeoVision 350,01-03-08,2008.166667,1270,0,0.031220435,0.016777517,0.149612223,0.129496403,0.089430894,0.103174603,0.255115962,0.106557377,0.101988454,0.025886988,0.019396552,0.17617365
Prestigio GeoVision 400,01-03-08,2008.166667,1271,0,0.031220435,0.008388246,0.207638683,0.18705036,0.154471545,0.119047619,0.336971351,0.139344262,0.108402822,0.043701689,0.030172414,0.21251893
Prestigio GeoVision 430,01-03-08,2008.166667,1272,0,0.031220435,0.033556057,0.207638683,0.18705036,0.154471545,0.119047619,0.336971351,0.139344262,0.108402822,0.043701689,0.032327586,0.21251893
QiGi i5 / i5P (TechFaith Lampson II),01-03-08,2008.166667,1273,0,0.031220435,0.002096294,0.207638683,0.079136691,0.056910569,0.142857143,0.154160982,0.297131148,0.063502245,0.01678693,0.018318966,0.249116608
Vodafone v1520 (Asus Solaris),01-03-08,2008.166667,1274,0,0.031220435,0.004193611,0.259662406,0.129496403,0.056910569,0.142857143,0.175989086,0.295081967,0.066709429,0.020919427,0.027693966,0.17617365
